AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
683573,5500,302,Assignment 6,2025-02-26,Homework,10,25,F,41.84,Needs review
683574,5500,302,Assignment 9,2024-11-14,Test,9,25,F,39.44,Excellent!
683575,5500,302,Assignment 19,2025-01-20,Test,8,25,F,34.42,Needs review
683576,5500,302,Assignment 12,2024-10-02,Homework,17,50,F,34.51,See me for help
683577,5500,302,Assignment 1,2025-03-04,Classwork,14,50,F,29.21,Needs review
683578,5500,302,Assignment 17,2024-11-14,Test,4,10,F,46.52,Excellent!
683579,5500,302,Assignment 20,2025-01-29,Homework,10,50,F,20.07,Excellent!
683580,5500,302,Assignment 14,2025-01-01,Classwork,33,100,F,33.13,See me for help
683581,5500,302,Assignment 3,2024-10-24,Quiz,2,10,F,27.4,Needs review
683582,5500,302,Assignment 13,2024-09-04,Homework,11,25,F,44.3,See me for help
683583,5500,302,Assignment 13,2024-10-05,Homework,5,25,F,20.8,Needs review
683584,5500,302,Assignment 12,2024-12-04,Classwork,14,50,F,29.83,See me for help
683585,5500,302,Assignment 13,2024-10-15,Classwork,11,50,F,22.67,Good work!
683586,5500,302,Assignment 20,2025-03-18,Classwork,7,25,F,28.6,Excellent!
683587,5500,302,Assignment 13,2024-10-13,Homework,31,100,F,31.03,Excellent!
683588,5500,302,Assignment 16,2024-12-10,Test,41,100,F,41.16,See me for help
683589,5500,302,Assignment 4,2024-10-10,Project,4,25,F,18.56,Excellent!
683590,5500,302,Assignment 8,2024-12-14,Classwork,26,100,F,26.83,Needs review
683591,5500,302,Assignment 19,2024-09-24,Test,35,100,F,35.95,See me for help
683592,5500,302,Assignment 11,2025-01-29,Homework,8,20,F,43.44,Excellent!
683593,5500,302,Assignment 16,2025-01-30,Test,3,10,F,34.17,Needs review
683594,5500,302,Assignment 20,2025-01-15,Classwork,6,20,F,32.19,Excellent!
683595,5500,302,Assignment 14,2025-01-10,Test,7,20,F,37.79,Needs review
683596,5500,294,Assignment 10,2024-12-19,Quiz,7,20,F,36.94,Excellent!
683597,5500,294,Assignment 11,2024-10-24,Homework,5,20,F,25.69,Needs review
683598,5500,294,Assignment 9,2025-01-01,Quiz,22,50,F,45.74,Good work!
683599,5500,294,Assignment 11,2025-02-23,Quiz,19,50,F,38.61,Needs review
683600,5500,294,Assignment 14,2025-03-07,Homework,21,100,F,21.96,Excellent!
683601,5500,294,Assignment 20,2024-10-22,Test,5,20,F,29.58,See me for help
683602,5500,294,Assignment 7,2025-01-03,Quiz,32,100,F,32.88,Needs review
683603,5500,294,Assignment 4,2024-09-23,Classwork,6,25,F,27.99,See me for help
683604,5500,294,Assignment 2,2024-12-07,Homework,23,50,F,46.11,See me for help
683605,5500,294,Assignment 6,2025-01-27,Quiz,4,10,F,46.93,Excellent!
683606,5500,294,Assignment 17,2025-03-09,Quiz,5,20,F,25.85,Needs review
683607,5500,294,Assignment 20,2024-12-30,Test,42,100,F,42.69,See me for help
683608,5500,294,Assignment 8,2024-10-21,Homework,2,10,F,22.16,Needs review
683609,5500,294,Assignment 4,2024-11-11,Quiz,31,100,F,31.67,Needs review
683610,5500,294,Assignment 14,2024-09-02,Project,1,10,F,19.61,See me for help
683611,5500,294,Assignment 6,2024-10-03,Classwork,2,10,F,28.63,Excellent!
683612,5500,294,Assignment 18,2024-10-16,Test,3,10,F,36.0,See me for help
683613,5500,294,Assignment 10,2024-12-22,Test,36,100,F,36.17,Needs review
683614,5500,294,Assignment 14,2024-09-03,Quiz,8,20,F,42.35,Good work!
683615,5500,294,Assignment 6,2025-03-05,Quiz,1,10,F,18.03,Good work!
683616,5500,294,Assignment 10,2025-01-10,Homework,20,50,F,41.18,Good work!
683617,5500,294,Assignment 10,2024-09-22,Test,36,100,F,36.96,Excellent!
683618,5500,294,Assignment 17,2024-12-24,Classwork,8,25,F,32.53,Needs review
683619,5500,294,Assignment 12,2024-09-07,Quiz,3,10,F,32.8,See me for help
683620,5500,300,Assignment 20,2024-10-31,Test,3,20,F,19.93,Good work!
683621,5500,300,Assignment 13,2025-01-16,Classwork,4,25,F,17.19,Good work!
683622,5500,300,Assignment 8,2024-10-06,Quiz,18,50,F,37.59,Needs review
683623,5500,300,Assignment 12,2024-09-14,Project,10,50,F,21.67,Needs review
683624,5500,300,Assignment 16,2024-09-10,Homework,14,50,F,29.42,Needs review
683625,5500,300,Assignment 4,2025-03-11,Homework,3,10,F,31.74,See me for help
683626,5500,300,Assignment 12,2024-11-27,Project,9,25,F,39.56,Excellent!
683627,5500,300,Assignment 3,2024-09-18,Project,9,25,F,39.17,Excellent!
683628,5500,300,Assignment 20,2025-03-19,Test,17,50,F,35.26,See me for help
683629,5500,300,Assignment 14,2024-12-07,Classwork,5,20,F,28.98,Excellent!
683630,5500,300,Assignment 15,2025-01-04,Project,13,50,F,26.3,Needs review
683631,5500,300,Assignment 1,2024-11-16,Quiz,6,25,F,27.05,Good work!
683632,5500,300,Assignment 3,2024-09-01,Quiz,16,50,F,32.14,Excellent!
683633,5500,300,Assignment 12,2025-01-28,Quiz,7,25,F,31.23,Needs review
683634,5500,300,Assignment 8,2024-09-12,Project,26,100,F,26.51,Excellent!
683635,5500,319,Assignment 9,2024-12-07,Classwork,7,20,F,39.6,See me for help
683636,5500,319,Assignment 20,2024-09-06,Quiz,3,20,F,18.75,Good work!
683637,5500,319,Assignment 7,2024-12-07,Project,17,100,F,17.47,See me for help
683638,5500,319,Assignment 3,2024-12-09,Project,12,50,F,24.18,Good work!
683639,5500,319,Assignment 16,2024-10-09,Quiz,3,10,F,39.66,Needs review
683640,5500,319,Assignment 3,2024-11-14,Homework,6,25,F,25.8,Good work!
683641,5500,319,Assignment 4,2025-03-19,Classwork,4,20,F,21.77,Good work!
683642,5500,319,Assignment 12,2024-10-12,Quiz,2,10,F,29.67,Needs review
683643,5500,319,Assignment 9,2024-11-20,Quiz,5,25,F,22.56,Needs review
683644,5500,319,Assignment 2,2025-03-11,Project,13,50,F,26.55,Excellent!
683645,5500,319,Assignment 2,2025-03-08,Homework,2,10,F,21.06,Needs review
683646,5500,319,Assignment 20,2025-01-12,Project,6,25,F,26.56,Excellent!
683647,5500,319,Assignment 12,2024-09-29,Quiz,9,25,F,37.28,Excellent!
683648,5500,319,Assignment 19,2024-11-29,Test,7,25,F,30.79,Needs review
683649,5500,319,Assignment 8,2024-10-20,Homework,7,25,F,29.06,Good work!
683650,5500,319,Assignment 9,2024-12-07,Test,23,100,F,23.84,Needs review
683651,5500,319,Assignment 12,2025-03-10,Test,6,20,F,31.14,Excellent!
683652,5500,319,Assignment 19,2024-09-08,Quiz,9,25,F,38.96,See me for help
683653,5500,319,Assignment 5,2024-10-19,Classwork,46,100,F,46.9,Needs review
683654,5500,319,Assignment 10,2025-03-18,Test,33,100,F,33.49,Needs review
683655,5500,319,Assignment 2,2025-02-23,Project,11,25,F,46.4,Excellent!
683656,5500,319,Assignment 9,2025-02-08,Test,4,10,F,46.35,Excellent!
683657,5500,319,Assignment 1,2024-09-03,Test,42,100,F,42.33,Excellent!
683658,5500,319,Assignment 20,2025-02-02,Classwork,5,20,F,26.26,Needs review
683659,5500,319,Assignment 18,2024-10-08,Test,15,50,F,31.49,See me for help
683660,5500,305,Assignment 15,2024-12-22,Test,4,10,F,42.83,Needs review
683661,5500,305,Assignment 15,2024-09-06,Test,4,10,F,42.04,Needs review
683662,5500,305,Assignment 9,2024-10-03,Classwork,7,20,F,38.7,Excellent!
683663,5500,305,Assignment 8,2025-03-09,Homework,8,25,F,35.77,Needs review
683664,5500,305,Assignment 7,2024-10-25,Homework,4,10,F,40.99,Good work!
683665,5500,305,Assignment 9,2025-02-03,Classwork,8,20,F,41.71,Good work!
683666,5500,305,Assignment 11,2025-02-28,Test,16,50,F,33.5,Excellent!
683667,5500,305,Assignment 14,2025-03-12,Project,38,100,F,38.11,Excellent!
683668,5500,305,Assignment 7,2025-02-21,Quiz,4,10,F,45.97,Needs review
683669,5500,305,Assignment 6,2025-01-18,Quiz,39,100,F,39.66,See me for help
683670,5500,305,Assignment 12,2025-01-09,Project,39,100,F,39.44,See me for help
683671,5500,305,Assignment 11,2024-11-28,Project,2,10,F,26.05,Needs review
683672,5500,305,Assignment 15,2025-01-25,Homework,5,25,F,22.31,Good work!
683673,5500,305,Assignment 19,2025-03-12,Project,4,10,F,46.49,Excellent!
683674,5500,305,Assignment 11,2025-01-26,Project,10,25,F,40.86,See me for help
683675,5500,305,Assignment 6,2024-11-21,Homework,2,10,F,22.01,Good work!
683676,5500,305,Assignment 4,2024-09-01,Homework,4,20,F,21.97,See me for help
683677,5500,305,Assignment 16,2025-01-27,Classwork,22,50,F,45.06,Needs review
683678,5500,305,Assignment 14,2024-10-08,Quiz,9,25,F,36.38,Needs review
683679,5500,305,Assignment 14,2024-12-11,Project,4,25,F,18.16,Good work!
683680,5501,307,Assignment 4,2024-10-07,Quiz,81,100,B,81.56,See me for help
683681,5501,307,Assignment 16,2024-11-09,Test,9,10,A,91.7,Excellent!
683682,5501,307,Assignment 8,2025-03-20,Quiz,18,25,C,73.0,Good work!
683683,5501,307,Assignment 17,2025-01-20,Project,8,10,B,82.34,See me for help
683684,5501,307,Assignment 12,2025-02-23,Homework,16,25,D,67.53,Excellent!
683685,5501,307,Assignment 20,2024-09-20,Project,7,10,C,74.19,See me for help
683686,5501,307,Assignment 20,2024-10-22,Project,95,100,A,95.82,Needs review
683687,5501,307,Assignment 11,2024-12-01,Project,9,10,A,95.65,See me for help
683688,5501,307,Assignment 5,2024-09-08,Quiz,44,50,B,89.76,See me for help
683689,5501,307,Assignment 10,2024-11-08,Homework,83,100,B,83.66,See me for help
683690,5501,307,Assignment 5,2025-02-13,Quiz,19,25,C,79.02,Excellent!
683691,5501,307,Assignment 15,2025-02-02,Quiz,6,10,D,68.19,Excellent!
683692,5501,307,Assignment 5,2024-11-03,Classwork,48,50,A,96.81,See me for help
683693,5501,307,Assignment 15,2025-01-04,Classwork,21,25,B,87.79,Needs review
683694,5501,307,Assignment 6,2024-10-09,Homework,45,50,A,90.32,Excellent!
683695,5501,307,Assignment 14,2025-01-17,Test,67,100,D,67.59,See me for help
683696,5501,307,Assignment 16,2024-12-27,Quiz,68,100,D,68.72,Excellent!
683697,5501,307,Assignment 8,2024-12-16,Quiz,42,50,B,84.53,Good work!
683698,5501,307,Assignment 3,2025-02-07,Homework,7,10,C,75.63,Needs review
683699,5501,315,Assignment 7,2025-01-26,Test,13,20,D,67.8,Excellent!
683700,5501,315,Assignment 4,2024-11-28,Test,16,20,B,83.89,Excellent!
683701,5501,315,Assignment 13,2025-03-19,Project,7,10,C,73.62,Needs review
683702,5501,315,Assignment 11,2025-03-01,Classwork,67,100,D,67.14,Needs review
683703,5501,315,Assignment 13,2024-12-19,Project,40,50,B,81.29,Good work!
683704,5501,315,Assignment 10,2024-10-13,Project,18,20,A,90.28,See me for help
683705,5501,315,Assignment 5,2024-09-09,Quiz,7,10,C,70.97,Excellent!
683706,5501,315,Assignment 4,2025-01-29,Homework,39,50,C,78.57,Excellent!
683707,5501,315,Assignment 7,2024-09-07,Classwork,19,20,A,96.01,See me for help
683708,5501,315,Assignment 3,2024-09-16,Project,9,10,A,94.47,See me for help
683709,5501,315,Assignment 8,2024-10-18,Homework,48,50,A,96.72,Needs review
683710,5501,315,Assignment 11,2025-03-10,Test,81,100,B,81.74,See me for help
683711,5501,315,Assignment 13,2024-10-15,Project,48,50,A,96.78,Excellent!
683712,5501,315,Assignment 12,2025-03-15,Classwork,15,20,C,79.93,Excellent!
683713,5501,315,Assignment 8,2024-11-16,Test,20,25,B,81.53,Good work!
683714,5501,315,Assignment 13,2024-10-05,Test,42,50,B,85.63,See me for help
683715,5501,315,Assignment 8,2024-09-09,Project,19,20,A,96.64,Excellent!
683716,5501,315,Assignment 6,2024-11-28,Quiz,8,10,B,82.6,Excellent!
683717,5501,315,Assignment 4,2025-02-28,Test,6,10,D,68.85,Excellent!
683718,5501,315,Assignment 20,2025-03-12,Quiz,93,100,A,93.17,Good work!
683719,5501,318,Assignment 15,2024-12-11,Homework,17,20,B,87.46,Needs review
683720,5501,318,Assignment 20,2024-12-09,Quiz,13,20,D,69.63,Good work!
683721,5501,318,Assignment 5,2024-11-21,Classwork,23,25,A,94.62,Needs review
683722,5501,318,Assignment 2,2025-03-04,Homework,37,50,C,74.51,Good work!
683723,5501,318,Assignment 5,2024-12-27,Quiz,18,25,C,75.07,Excellent!
683724,5501,318,Assignment 15,2024-11-07,Project,23,25,A,94.01,Good work!
683725,5501,318,Assignment 15,2024-09-16,Quiz,87,100,B,87.16,Good work!
683726,5501,318,Assignment 6,2024-10-21,Quiz,22,25,A,90.31,Good work!
683727,5501,318,Assignment 11,2024-10-03,Homework,15,20,C,76.95,Excellent!
683728,5501,318,Assignment 15,2025-03-09,Project,18,20,A,91.4,See me for help
683729,5501,318,Assignment 7,2024-09-23,Project,19,25,C,77.3,Needs review
683730,5501,318,Assignment 4,2024-11-19,Quiz,9,10,A,93.85,Needs review
683731,5501,318,Assignment 18,2024-09-19,Classwork,8,10,B,85.91,Needs review
683732,5501,318,Assignment 2,2025-02-26,Test,14,20,C,74.06,Needs review
683733,5501,318,Assignment 1,2025-03-19,Quiz,67,100,D,67.03,Good work!
683734,5501,318,Assignment 10,2024-11-13,Project,7,10,C,79.76,See me for help
683735,5501,318,Assignment 19,2024-12-12,Homework,16,20,B,80.94,Good work!
683736,5501,318,Assignment 12,2024-11-22,Classwork,37,50,C,75.38,See me for help
683737,5501,318,Assignment 7,2025-02-04,Homework,19,25,C,79.64,Needs review
683738,5501,318,Assignment 11,2024-12-06,Test,44,50,B,89.51,See me for help
683739,5501,318,Assignment 5,2024-11-26,Test,89,100,B,89.5,See me for help
683740,5501,318,Assignment 6,2024-12-10,Quiz,20,25,B,81.6,Needs review
683741,5501,312,Assignment 15,2024-09-29,Quiz,14,20,C,70.3,See me for help
683742,5501,312,Assignment 5,2025-01-21,Project,73,100,C,73.0,See me for help
683743,5501,312,Assignment 15,2025-03-17,Classwork,7,10,C,70.4,Excellent!
683744,5501,312,Assignment 12,2025-02-04,Test,18,20,A,93.96,Good work!
683745,5501,312,Assignment 8,2025-02-11,Homework,17,25,D,68.34,Good work!
683746,5501,312,Assignment 8,2024-10-23,Homework,34,50,D,69.5,Needs review
683747,5501,312,Assignment 7,2025-01-06,Test,8,10,B,89.45,Excellent!
683748,5501,312,Assignment 13,2024-09-25,Quiz,67,100,D,67.14,Needs review
683749,5501,312,Assignment 3,2025-03-02,Project,71,100,C,71.69,Needs review
683750,5501,312,Assignment 3,2024-09-10,Quiz,15,20,C,76.49,Excellent!
683751,5501,312,Assignment 17,2024-09-24,Homework,70,100,C,70.67,Good work!
683752,5501,312,Assignment 8,2024-11-18,Test,75,100,C,75.94,Excellent!
683753,5501,312,Assignment 16,2024-10-26,Classwork,48,50,A,96.86,Needs review
683754,5501,312,Assignment 10,2025-03-19,Project,87,100,B,87.74,Good work!
683755,5501,312,Assignment 1,2025-03-01,Test,45,50,A,91.4,See me for help
683756,5501,312,Assignment 11,2025-02-18,Homework,40,50,B,80.67,Needs review
683757,5501,312,Assignment 9,2025-02-13,Homework,17,20,B,87.09,Excellent!
683758,5501,312,Assignment 16,2025-01-28,Quiz,18,20,A,94.9,Needs review
683759,5501,312,Assignment 14,2025-01-09,Test,43,50,B,88.0,Excellent!
683760,5501,312,Assignment 4,2025-02-07,Quiz,17,20,B,86.98,Excellent!
683761,5501,312,Assignment 2,2025-02-11,Homework,89,100,B,89.65,Good work!
683762,5501,312,Assignment 6,2025-03-12,Test,9,10,A,95.77,See me for help
683763,5501,312,Assignment 5,2024-11-21,Homework,43,50,B,87.17,Good work!
683764,5501,312,Assignment 1,2024-12-03,Quiz,69,100,D,69.3,Needs review
683765,5501,319,Assignment 16,2024-12-23,Project,16,25,D,67.71,Needs review
683766,5501,319,Assignment 5,2024-09-06,Project,93,100,A,93.21,See me for help
683767,5501,319,Assignment 3,2024-10-22,Test,19,25,C,77.55,Good work!
683768,5501,319,Assignment 10,2024-09-07,Project,34,50,D,69.79,Excellent!
683769,5501,319,Assignment 16,2024-12-07,Project,6,10,D,67.1,Excellent!
683770,5501,319,Assignment 9,2024-12-12,Classwork,22,25,B,89.54,See me for help
683771,5501,319,Assignment 5,2024-12-23,Quiz,7,10,C,77.37,Good work!
683772,5501,319,Assignment 15,2024-10-25,Project,8,10,B,88.43,Good work!
683773,5501,319,Assignment 2,2024-11-07,Project,77,100,C,77.36,Excellent!
683774,5501,319,Assignment 2,2024-10-15,Classwork,7,10,C,72.98,Needs review
683775,5501,319,Assignment 20,2024-09-20,Classwork,8,10,B,83.84,Excellent!
683776,5501,319,Assignment 20,2025-02-13,Project,17,25,C,70.76,See me for help
683777,5501,319,Assignment 11,2024-12-20,Project,73,100,C,73.6,Needs review
683778,5501,319,Assignment 8,2024-12-09,Homework,17,20,B,85.04,Excellent!
683779,5501,319,Assignment 6,2024-10-03,Homework,8,10,B,86.03,Excellent!
683780,5501,319,Assignment 3,2024-10-11,Project,15,20,C,79.54,See me for help
683781,5501,319,Assignment 13,2024-09-06,Classwork,13,20,D,69.38,Good work!
683782,5501,319,Assignment 8,2025-01-05,Classwork,8,10,B,80.7,Good work!
683783,5501,319,Assignment 10,2024-12-07,Classwork,7,10,C,78.13,Needs review
683784,5501,319,Assignment 3,2024-10-09,Test,41,50,B,82.06,Excellent!
683785,5501,319,Assignment 10,2025-03-18,Test,16,20,B,81.83,Excellent!
683786,5501,305,Assignment 16,2025-02-17,Quiz,7,10,C,74.52,Excellent!
683787,5501,305,Assignment 14,2025-03-17,Test,42,50,B,85.29,See me for help
683788,5501,305,Assignment 3,2024-11-16,Test,75,100,C,75.31,Good work!
683789,5501,305,Assignment 12,2024-09-27,Homework,8,10,B,88.88,Needs review
683790,5501,305,Assignment 6,2025-02-25,Test,86,100,B,86.22,Excellent!
683791,5501,305,Assignment 13,2024-11-10,Project,7,10,C,70.87,Good work!
683792,5501,305,Assignment 20,2024-12-23,Project,47,50,A,94.21,Good work!
683793,5501,305,Assignment 18,2024-12-03,Classwork,6,10,D,68.73,Excellent!
683794,5501,305,Assignment 6,2025-03-03,Project,37,50,C,74.42,Needs review
683795,5501,305,Assignment 8,2025-02-22,Test,9,10,A,96.74,Needs review
683796,5501,305,Assignment 3,2025-02-11,Classwork,92,100,A,92.72,Needs review
683797,5501,305,Assignment 10,2025-02-20,Project,22,25,B,88.76,Good work!
683798,5501,305,Assignment 7,2025-03-07,Test,45,50,A,91.61,See me for help
683799,5501,305,Assignment 16,2025-01-21,Quiz,8,10,B,80.95,Good work!
683800,5501,305,Assignment 13,2024-09-03,Homework,17,20,B,87.42,Good work!
683801,5501,305,Assignment 19,2024-10-20,Homework,16,25,D,67.14,Needs review
683802,5501,298,Assignment 11,2024-12-31,Project,7,10,C,70.86,See me for help
683803,5501,298,Assignment 9,2024-09-01,Classwork,67,100,D,67.74,See me for help
683804,5501,298,Assignment 9,2025-01-03,Test,18,20,A,94.73,See me for help
683805,5501,298,Assignment 3,2024-09-10,Project,18,20,A,92.24,Excellent!
683806,5501,298,Assignment 13,2024-10-10,Quiz,40,50,B,81.17,Good work!
683807,5501,298,Assignment 5,2024-12-16,Quiz,83,100,B,83.68,Excellent!
683808,5501,298,Assignment 6,2024-10-17,Project,41,50,B,83.7,Needs review
683809,5501,298,Assignment 12,2025-01-25,Project,33,50,D,67.78,Needs review
683810,5501,298,Assignment 19,2025-02-01,Classwork,47,50,A,94.34,Excellent!
683811,5501,298,Assignment 19,2024-10-09,Quiz,89,100,B,89.61,Good work!
683812,5501,298,Assignment 3,2025-01-05,Homework,9,10,A,91.87,Needs review
683813,5501,298,Assignment 17,2025-01-25,Quiz,92,100,A,92.69,Excellent!
683814,5501,298,Assignment 12,2024-09-12,Quiz,16,20,B,82.74,Excellent!
683815,5501,298,Assignment 19,2025-02-10,Test,8,10,B,80.27,See me for help
683816,5501,298,Assignment 6,2024-10-17,Project,17,20,B,85.92,Needs review
683817,5501,298,Assignment 17,2025-02-10,Quiz,18,20,A,93.48,Good work!
683818,5501,298,Assignment 18,2024-10-04,Homework,6,10,D,68.91,Good work!
683819,5501,298,Assignment 7,2024-10-26,Quiz,75,100,C,75.86,Good work!
683820,5501,306,Assignment 5,2024-10-29,Quiz,22,25,B,89.13,Needs review
683821,5501,306,Assignment 11,2025-01-31,Quiz,13,20,D,68.73,Good work!
683822,5501,306,Assignment 4,2024-09-01,Project,18,25,C,73.8,See me for help
683823,5501,306,Assignment 8,2024-10-19,Test,17,25,C,70.64,See me for help
683824,5501,306,Assignment 2,2024-09-19,Quiz,36,50,C,73.75,Excellent!
683825,5501,306,Assignment 12,2025-03-12,Classwork,20,25,B,81.68,Good work!
683826,5501,306,Assignment 16,2024-12-17,Quiz,17,20,B,88.0,Excellent!
683827,5501,306,Assignment 1,2025-03-15,Project,13,20,D,67.23,Needs review
683828,5501,306,Assignment 19,2024-11-14,Classwork,68,100,D,68.19,See me for help
683829,5501,306,Assignment 11,2024-09-30,Quiz,67,100,D,67.44,Needs review
683830,5501,306,Assignment 19,2025-01-14,Project,94,100,A,94.97,Good work!
683831,5501,306,Assignment 10,2024-10-24,Test,71,100,C,71.21,Needs review
683832,5501,306,Assignment 1,2024-12-12,Quiz,81,100,B,81.47,Good work!
683833,5501,306,Assignment 20,2025-01-06,Classwork,46,50,A,92.67,Excellent!
683834,5501,306,Assignment 3,2024-09-26,Homework,7,10,C,70.71,See me for help
683835,5501,306,Assignment 15,2024-11-13,Classwork,44,50,B,88.16,Good work!
683836,5501,306,Assignment 3,2025-01-15,Classwork,7,10,C,78.25,Excellent!
683837,5501,306,Assignment 1,2024-11-13,Test,6,10,D,67.82,Needs review
683838,5501,306,Assignment 5,2024-09-13,Project,17,20,B,89.34,Excellent!
683839,5501,306,Assignment 7,2025-01-10,Test,18,20,A,91.56,Good work!
683840,5501,306,Assignment 17,2025-01-23,Homework,9,10,A,95.29,Excellent!
683841,5502,311,Assignment 10,2024-09-19,Classwork,36,100,F,36.71,Excellent!
683842,5502,311,Assignment 2,2025-02-12,Homework,4,10,F,41.85,Excellent!
683843,5502,311,Assignment 20,2025-01-14,Project,10,20,F,51.04,Excellent!
683844,5502,311,Assignment 6,2024-10-08,Test,5,10,F,54.19,See me for help
683845,5502,311,Assignment 4,2025-03-06,Test,35,100,F,35.94,See me for help
683846,5502,311,Assignment 5,2025-02-12,Project,32,100,F,32.14,See me for help
683847,5502,311,Assignment 3,2024-09-07,Homework,4,10,F,47.67,Needs review
683848,5502,311,Assignment 10,2025-03-15,Homework,54,100,F,54.09,See me for help
683849,5502,311,Assignment 5,2025-02-07,Test,5,20,F,29.48,Good work!
683850,5502,311,Assignment 7,2024-09-25,Test,5,10,F,55.97,Needs review
683851,5502,311,Assignment 15,2025-01-31,Project,21,50,F,42.24,Excellent!
683852,5502,311,Assignment 17,2025-02-19,Quiz,35,100,F,35.48,Good work!
683853,5502,311,Assignment 2,2024-12-08,Quiz,12,25,F,51.3,Good work!
683854,5502,311,Assignment 12,2024-09-11,Test,28,50,F,56.0,Needs review
683855,5502,311,Assignment 16,2025-02-01,Project,7,20,F,35.28,Excellent!
683856,5502,311,Assignment 19,2024-09-18,Homework,9,25,F,36.9,See me for help
683857,5502,325,Assignment 10,2024-12-20,Classwork,57,100,F,57.82,Excellent!
683858,5502,325,Assignment 20,2024-11-22,Project,9,25,F,39.83,Excellent!
683859,5502,325,Assignment 11,2024-12-22,Test,8,20,F,43.5,Needs review
683860,5502,325,Assignment 19,2024-12-09,Classwork,8,20,F,40.96,Good work!
683861,5502,325,Assignment 5,2024-11-01,Test,8,20,F,43.04,Excellent!
683862,5502,325,Assignment 7,2025-02-19,Quiz,5,10,F,55.28,Good work!
683863,5502,325,Assignment 1,2024-12-03,Homework,7,25,F,29.28,Needs review
683864,5502,325,Assignment 5,2024-12-07,Classwork,10,20,F,51.95,See me for help
683865,5502,325,Assignment 6,2025-01-20,Classwork,38,100,F,38.97,Good work!
683866,5502,325,Assignment 1,2024-11-13,Homework,5,10,F,54.72,Needs review
683867,5502,325,Assignment 5,2024-10-09,Quiz,26,50,F,52.7,Needs review
683868,5502,325,Assignment 13,2025-01-24,Quiz,44,100,F,44.04,See me for help
683869,5502,325,Assignment 13,2024-10-31,Homework,7,20,F,39.64,See me for help
683870,5502,325,Assignment 18,2025-01-25,Classwork,35,100,F,35.0,Excellent!
683871,5502,325,Assignment 14,2024-09-11,Test,36,100,F,36.08,Good work!
683872,5502,325,Assignment 5,2024-12-17,Classwork,6,20,F,32.6,See me for help
683873,5502,325,Assignment 9,2024-12-08,Test,3,10,F,34.69,Excellent!
683874,5502,313,Assignment 19,2024-09-18,Test,2,10,F,28.79,Good work!
683875,5502,313,Assignment 15,2024-11-29,Project,45,100,F,45.85,See me for help
683876,5502,313,Assignment 8,2025-01-01,Test,19,50,F,39.26,Good work!
683877,5502,313,Assignment 14,2025-03-12,Test,46,100,F,46.47,Needs review
683878,5502,313,Assignment 17,2024-10-30,Project,19,50,F,38.68,Needs review
683879,5502,313,Assignment 20,2025-01-05,Classwork,5,10,F,53.4,See me for help
683880,5502,313,Assignment 17,2024-09-16,Homework,55,100,F,55.02,Excellent!
683881,5502,313,Assignment 20,2025-02-15,Classwork,7,20,F,35.57,Good work!
