AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
550860,4427,257,Assignment 8,2024-10-24,Classwork,8,20,F,42.62,Needs review
550861,4427,257,Assignment 9,2025-02-24,Project,15,50,F,30.88,Needs review
550862,4427,257,Assignment 17,2024-11-28,Quiz,5,10,F,54.91,See me for help
550863,4427,257,Assignment 18,2024-09-18,Quiz,7,25,F,31.62,Good work!
550864,4427,257,Assignment 18,2024-10-05,Project,6,20,F,32.68,Good work!
550865,4427,257,Assignment 2,2024-09-03,Test,35,100,F,35.79,See me for help
550866,4427,257,Assignment 17,2024-12-23,Test,46,100,F,46.6,See me for help
550867,4427,257,Assignment 1,2024-09-23,Homework,5,10,F,54.11,Good work!
550868,4427,257,Assignment 14,2025-01-22,Quiz,6,25,F,27.81,Excellent!
550869,4427,257,Assignment 11,2025-02-25,Test,11,25,F,46.6,Excellent!
550870,4427,257,Assignment 5,2024-10-04,Quiz,4,10,F,47.36,See me for help
550871,4427,257,Assignment 18,2024-12-25,Quiz,4,10,F,46.76,Needs review
550872,4427,257,Assignment 17,2024-10-10,Homework,4,10,F,41.25,Needs review
550873,4427,257,Assignment 19,2024-11-28,Homework,7,25,F,28.01,Needs review
550874,4427,257,Assignment 6,2025-01-20,Test,8,20,F,43.28,Excellent!
550875,4427,257,Assignment 4,2025-01-31,Homework,5,10,F,56.79,See me for help
550876,4427,255,Assignment 16,2025-03-14,Project,8,20,F,44.19,See me for help
550877,4427,255,Assignment 11,2024-10-24,Test,5,20,F,28.76,See me for help
550878,4427,255,Assignment 14,2025-01-10,Project,4,10,F,41.71,Excellent!
550879,4427,255,Assignment 10,2024-09-12,Test,18,50,F,37.12,Needs review
550880,4427,255,Assignment 6,2025-02-04,Quiz,8,20,F,44.49,Needs review
550881,4427,255,Assignment 6,2025-03-17,Test,11,20,F,55.07,Good work!
550882,4427,255,Assignment 4,2025-02-22,Classwork,13,25,F,53.4,Excellent!
550883,4427,255,Assignment 6,2025-01-29,Classwork,23,50,F,47.51,Good work!
550884,4427,255,Assignment 20,2024-10-21,Project,47,100,F,47.72,See me for help
550885,4427,255,Assignment 12,2024-09-15,Classwork,28,50,F,56.75,Needs review
550886,4427,255,Assignment 15,2025-01-26,Test,10,20,F,54.42,Good work!
550887,4427,255,Assignment 16,2025-03-16,Project,8,20,F,42.54,Good work!
550888,4427,255,Assignment 14,2024-10-21,Project,11,20,F,55.74,Excellent!
550889,4427,255,Assignment 20,2024-10-11,Classwork,15,50,F,31.64,Excellent!
550890,4427,255,Assignment 4,2025-03-02,Homework,11,25,F,47.04,Excellent!
550891,4427,255,Assignment 2,2024-12-18,Homework,6,20,F,34.55,Excellent!
550892,4427,255,Assignment 20,2024-12-24,Homework,8,25,F,35.63,See me for help
550893,4427,242,Assignment 3,2025-03-18,Test,14,25,F,56.01,Needs review
550894,4427,242,Assignment 13,2025-02-05,Project,16,50,F,32.76,Needs review
550895,4427,242,Assignment 13,2024-12-17,Test,11,25,F,47.01,Needs review
550896,4427,242,Assignment 4,2025-02-02,Project,18,50,F,37.06,See me for help
550897,4427,242,Assignment 8,2024-10-26,Homework,16,50,F,33.28,Good work!
550898,4427,242,Assignment 9,2025-03-01,Quiz,6,20,F,33.01,See me for help
550899,4427,242,Assignment 2,2025-02-26,Quiz,43,100,F,43.74,Excellent!
550900,4427,242,Assignment 19,2025-03-02,Test,3,10,F,37.44,Excellent!
550901,4427,242,Assignment 1,2025-01-06,Classwork,3,10,F,34.84,See me for help
550902,4427,242,Assignment 1,2024-11-15,Test,3,10,F,32.24,Excellent!
550903,4427,242,Assignment 6,2024-10-07,Project,14,50,F,28.15,Excellent!
550904,4427,242,Assignment 6,2025-03-02,Project,5,10,F,56.38,Needs review
550905,4427,242,Assignment 16,2024-09-19,Test,9,20,F,47.65,Needs review
550906,4427,242,Assignment 18,2025-01-23,Project,5,20,F,28.66,Needs review
550907,4427,242,Assignment 1,2025-02-16,Test,45,100,F,45.45,See me for help
550908,4427,242,Assignment 20,2025-02-28,Project,50,100,F,50.58,See me for help
550909,4427,242,Assignment 8,2024-09-11,Classwork,9,20,F,48.58,Needs review
550910,4427,242,Assignment 1,2024-11-08,Quiz,32,100,F,32.79,Excellent!
550911,4427,242,Assignment 20,2024-11-09,Homework,16,50,F,33.29,Good work!
550912,4427,242,Assignment 5,2024-10-09,Quiz,14,25,F,56.45,Good work!
550913,4427,242,Assignment 15,2024-09-06,Test,5,10,F,52.75,Needs review
550914,4427,242,Assignment 13,2024-11-27,Classwork,10,20,F,54.35,Good work!
550915,4427,252,Assignment 12,2024-09-29,Homework,13,25,F,54.51,Needs review
550916,4427,252,Assignment 1,2024-11-21,Project,37,100,F,37.24,Excellent!
550917,4427,252,Assignment 1,2024-12-21,Test,12,25,F,50.67,Needs review
550918,4427,252,Assignment 12,2024-10-04,Project,23,50,F,47.87,See me for help
550919,4427,252,Assignment 4,2024-09-06,Quiz,4,10,F,46.03,Excellent!
550920,4427,252,Assignment 12,2025-01-17,Test,4,10,F,41.48,See me for help
550921,4427,252,Assignment 17,2024-12-27,Project,48,100,F,48.73,See me for help
550922,4427,252,Assignment 20,2024-10-28,Homework,5,10,F,52.6,See me for help
550923,4427,252,Assignment 8,2024-11-20,Quiz,36,100,F,36.07,Needs review
550924,4427,252,Assignment 16,2025-01-02,Test,5,10,F,55.18,See me for help
550925,4427,252,Assignment 10,2024-11-23,Homework,19,50,F,38.73,Needs review
550926,4427,252,Assignment 12,2024-10-02,Quiz,5,10,F,56.65,Needs review
550927,4427,252,Assignment 4,2024-12-11,Project,24,50,F,48.95,Needs review
550928,4427,252,Assignment 1,2024-11-20,Homework,6,20,F,33.55,Good work!
550929,4427,252,Assignment 1,2024-11-10,Homework,20,50,F,40.88,Needs review
550930,4427,252,Assignment 5,2024-09-05,Test,5,20,F,27.6,Needs review
550931,4427,249,Assignment 9,2025-02-20,Homework,10,20,F,52.24,Good work!
550932,4427,249,Assignment 15,2024-10-16,Classwork,13,25,F,52.16,Needs review
550933,4427,249,Assignment 4,2024-09-09,Classwork,49,100,F,49.85,Excellent!
550934,4427,249,Assignment 12,2024-10-09,Classwork,3,10,F,33.58,Needs review
550935,4427,249,Assignment 10,2025-01-14,Classwork,14,50,F,28.86,See me for help
550936,4427,249,Assignment 8,2024-12-06,Homework,40,100,F,40.25,Good work!
550937,4427,249,Assignment 10,2024-10-28,Classwork,31,100,F,31.92,See me for help
550938,4427,249,Assignment 7,2025-01-22,Classwork,5,10,F,54.27,Excellent!
550939,4427,249,Assignment 20,2025-02-10,Quiz,4,10,F,46.83,Excellent!
550940,4427,249,Assignment 4,2025-02-01,Test,31,100,F,31.83,Needs review
550941,4427,249,Assignment 10,2024-09-16,Classwork,21,50,F,43.2,See me for help
550942,4427,249,Assignment 5,2025-01-12,Project,14,25,F,56.79,Excellent!
550943,4427,249,Assignment 2,2025-01-30,Homework,3,10,F,37.73,Excellent!
550944,4427,249,Assignment 17,2024-12-12,Test,4,10,F,47.26,Needs review
550945,4427,249,Assignment 3,2024-12-14,Classwork,3,10,F,35.53,Good work!
550946,4427,249,Assignment 18,2025-02-08,Project,46,100,F,46.15,Good work!
550947,4427,249,Assignment 10,2025-03-12,Project,33,100,F,33.55,Excellent!
550948,4427,249,Assignment 5,2025-02-13,Classwork,13,25,F,52.61,Good work!
550949,4427,249,Assignment 9,2024-09-17,Quiz,19,50,F,38.59,Needs review
550950,4427,249,Assignment 8,2024-11-25,Project,5,10,F,50.59,See me for help
550951,4427,249,Assignment 2,2024-11-05,Quiz,4,10,F,41.71,Excellent!
550952,4427,249,Assignment 12,2025-01-23,Homework,31,100,F,31.31,Good work!
550953,4427,249,Assignment 20,2024-12-07,Project,4,10,F,45.59,Needs review
550954,4427,249,Assignment 16,2025-02-19,Quiz,44,100,F,44.34,Excellent!
550955,4428,257,Assignment 10,2024-11-13,Project,73,100,C,73.5,Good work!
550956,4428,257,Assignment 7,2024-10-27,Classwork,6,10,D,64.13,Excellent!
550957,4428,257,Assignment 10,2025-02-20,Classwork,16,25,D,65.03,See me for help
550958,4428,257,Assignment 14,2024-09-04,Classwork,33,50,D,67.49,See me for help
550959,4428,257,Assignment 12,2024-12-04,Project,29,50,F,58.34,Good work!
550960,4428,257,Assignment 18,2024-11-09,Homework,6,10,D,61.87,See me for help
550961,4428,257,Assignment 8,2024-09-11,Homework,13,20,D,68.78,Excellent!
550962,4428,257,Assignment 1,2024-10-04,Test,12,25,F,51.14,Needs review
550963,4428,257,Assignment 10,2024-10-06,Test,24,50,F,48.66,Excellent!
550964,4428,257,Assignment 7,2025-02-25,Test,26,50,F,52.55,Excellent!
550965,4428,257,Assignment 9,2024-11-29,Quiz,23,50,F,47.47,Excellent!
550966,4428,257,Assignment 5,2025-03-17,Project,14,25,F,58.55,See me for help
550967,4428,257,Assignment 3,2024-12-03,Test,7,10,C,72.57,Excellent!
550968,4428,257,Assignment 17,2024-11-03,Test,70,100,C,70.09,See me for help
550969,4428,257,Assignment 11,2024-12-08,Test,15,25,D,61.66,Needs review
550970,4428,257,Assignment 2,2024-11-09,Test,13,20,D,69.3,Excellent!
550971,4428,257,Assignment 7,2025-03-12,Homework,11,25,F,47.77,See me for help
550972,4428,257,Assignment 12,2024-09-11,Homework,71,100,C,71.39,See me for help
550973,4428,257,Assignment 5,2024-09-03,Project,36,50,C,73.23,Excellent!
550974,4428,257,Assignment 15,2024-12-15,Test,6,10,D,63.83,Needs review
550975,4428,257,Assignment 19,2024-11-09,Project,6,10,D,63.6,Good work!
550976,4428,257,Assignment 1,2025-02-22,Homework,35,50,C,70.73,Needs review
550977,4428,257,Assignment 14,2024-11-22,Test,33,50,D,66.16,Good work!
550978,4428,257,Assignment 17,2025-01-13,Project,12,20,D,61.63,Excellent!
550979,4428,234,Assignment 17,2025-01-11,Quiz,5,10,F,57.19,Excellent!
550980,4428,234,Assignment 12,2024-10-05,Project,14,20,C,71.15,Good work!
550981,4428,234,Assignment 11,2024-10-25,Classwork,17,25,D,69.1,Good work!
550982,4428,234,Assignment 2,2024-10-28,Project,12,20,D,60.79,Needs review
550983,4428,234,Assignment 16,2024-09-18,Classwork,30,50,D,60.89,Excellent!
550984,4428,234,Assignment 20,2025-01-23,Test,5,10,F,56.23,See me for help
550985,4428,234,Assignment 14,2024-09-01,Classwork,6,10,D,68.08,Excellent!
550986,4428,234,Assignment 2,2025-03-18,Homework,73,100,C,73.8,See me for help
550987,4428,234,Assignment 6,2025-02-08,Test,10,20,F,53.27,Excellent!
550988,4428,234,Assignment 4,2024-09-18,Project,17,25,D,69.4,See me for help
550989,4428,234,Assignment 5,2025-01-05,Project,33,50,D,67.65,Good work!
550990,4428,234,Assignment 9,2024-09-15,Homework,34,50,D,69.57,See me for help
550991,4428,234,Assignment 10,2024-12-26,Test,4,10,F,46.8,Needs review
550992,4428,234,Assignment 14,2024-12-30,Test,13,20,D,69.39,Good work!
550993,4428,234,Assignment 18,2025-02-10,Quiz,23,50,F,46.9,Good work!
550994,4428,234,Assignment 9,2024-10-22,Classwork,7,10,C,73.89,See me for help
550995,4428,234,Assignment 14,2024-10-09,Quiz,59,100,F,59.56,Excellent!
550996,4428,234,Assignment 2,2024-10-04,Classwork,14,20,C,70.41,Needs review
550997,4428,234,Assignment 13,2024-09-01,Homework,14,25,F,57.1,Needs review
550998,4428,234,Assignment 20,2025-01-09,Test,11,20,F,57.05,Excellent!
550999,4428,234,Assignment 3,2024-12-22,Quiz,36,50,C,73.16,Excellent!
551000,4428,242,Assignment 19,2024-11-22,Classwork,74,100,C,74.77,Excellent!
551001,4428,242,Assignment 11,2024-11-29,Classwork,4,10,F,49.24,Excellent!
551002,4428,242,Assignment 4,2025-01-10,Homework,11,20,F,57.93,See me for help
551003,4428,242,Assignment 2,2025-01-12,Quiz,26,50,F,53.17,See me for help
551004,4428,242,Assignment 6,2024-09-13,Quiz,35,50,C,70.44,Excellent!
551005,4428,242,Assignment 1,2024-12-05,Classwork,5,10,F,52.63,Good work!
551006,4428,242,Assignment 8,2024-10-28,Classwork,61,100,D,61.67,Good work!
551007,4428,242,Assignment 20,2024-11-17,Quiz,12,20,D,64.94,See me for help
551008,4428,242,Assignment 1,2025-01-04,Project,29,50,F,58.44,Good work!
551009,4428,242,Assignment 20,2025-02-21,Test,45,100,F,45.57,Needs review
551010,4428,242,Assignment 19,2024-09-28,Project,6,10,D,64.75,Good work!
551011,4428,242,Assignment 13,2025-02-25,Quiz,9,20,F,46.79,See me for help
551012,4428,242,Assignment 15,2024-09-08,Classwork,13,20,D,65.18,Excellent!
551013,4428,242,Assignment 17,2024-10-17,Quiz,34,50,D,68.01,See me for help
551014,4428,242,Assignment 3,2024-12-24,Project,11,20,F,59.08,Good work!
551015,4428,242,Assignment 5,2024-11-07,Project,15,25,D,60.06,Excellent!
551016,4428,242,Assignment 10,2024-11-05,Quiz,13,20,D,67.53,Needs review
551017,4428,242,Assignment 10,2024-11-27,Quiz,27,50,F,54.88,Needs review
551018,4428,242,Assignment 14,2024-10-14,Test,30,50,D,60.06,See me for help
551019,4428,242,Assignment 13,2024-12-24,Quiz,11,20,F,55.44,Good work!
551020,4428,242,Assignment 13,2024-10-25,Homework,11,20,F,55.54,See me for help
551021,4428,242,Assignment 11,2024-11-10,Homework,30,50,D,60.27,Good work!
551022,4428,242,Assignment 1,2025-02-18,Homework,70,100,C,70.93,Good work!
551023,4428,236,Assignment 7,2025-03-14,Project,7,10,C,70.39,See me for help
551024,4428,236,Assignment 3,2025-02-07,Classwork,25,50,F,51.97,Good work!
551025,4428,236,Assignment 8,2024-09-02,Test,61,100,D,61.05,See me for help
551026,4428,236,Assignment 8,2024-12-04,Quiz,5,10,F,56.99,Excellent!
551027,4428,236,Assignment 5,2024-11-18,Quiz,14,25,F,58.56,See me for help
551028,4428,236,Assignment 10,2024-10-29,Project,14,25,F,57.69,See me for help
551029,4428,236,Assignment 10,2025-01-09,Homework,11,25,F,46.56,Needs review
551030,4428,236,Assignment 9,2024-12-10,Quiz,50,100,F,50.54,Good work!
551031,4428,236,Assignment 1,2024-11-24,Project,4,10,F,46.82,Good work!
551032,4428,236,Assignment 16,2024-11-21,Classwork,11,20,F,58.01,Needs review
551033,4428,236,Assignment 2,2025-01-10,Test,15,25,D,61.67,Good work!
551034,4428,236,Assignment 7,2024-10-26,Quiz,15,25,D,61.91,Excellent!
551035,4428,236,Assignment 9,2025-02-28,Quiz,32,50,D,64.52,Needs review
551036,4428,236,Assignment 9,2025-01-21,Quiz,14,20,C,72.39,Needs review
551037,4428,236,Assignment 14,2025-01-06,Test,6,10,D,63.69,Needs review
551038,4428,236,Assignment 16,2025-01-24,Homework,14,25,F,58.2,Needs review
551039,4428,236,Assignment 1,2024-12-27,Test,69,100,D,69.05,Good work!
551040,4428,236,Assignment 2,2025-02-09,Test,15,25,D,63.73,Good work!
551041,4428,236,Assignment 13,2025-03-06,Quiz,13,20,D,67.6,Needs review
551042,4428,236,Assignment 8,2024-11-03,Homework,14,20,C,72.61,See me for help
551043,4428,236,Assignment 17,2024-09-26,Classwork,29,50,F,59.35,Excellent!
551044,4428,236,Assignment 11,2024-10-18,Classwork,6,10,D,61.45,Excellent!
551045,4428,236,Assignment 14,2024-10-08,Quiz,15,25,D,60.94,See me for help
551046,4428,252,Assignment 6,2025-02-13,Project,13,25,F,54.5,See me for help
551047,4428,252,Assignment 9,2024-09-25,Classwork,29,50,F,58.74,Needs review
551048,4428,252,Assignment 9,2025-01-25,Classwork,12,20,D,61.18,See me for help
551049,4428,252,Assignment 20,2025-01-28,Project,70,100,C,70.87,Needs review
551050,4428,252,Assignment 3,2024-09-22,Quiz,17,25,D,69.85,See me for help
551051,4428,252,Assignment 19,2024-12-28,Quiz,24,50,F,48.91,Needs review
551052,4428,252,Assignment 4,2024-11-01,Project,67,100,D,67.11,See me for help
551053,4428,252,Assignment 17,2025-02-27,Project,9,20,F,47.15,See me for help
551054,4428,252,Assignment 20,2024-11-05,Test,12,20,D,62.4,See me for help
551055,4428,252,Assignment 11,2025-03-14,Classwork,58,100,F,58.14,Needs review
551056,4428,252,Assignment 14,2025-01-03,Quiz,67,100,D,67.45,See me for help
551057,4428,252,Assignment 14,2024-09-15,Test,45,100,F,45.8,Excellent!
551058,4428,252,Assignment 18,2024-12-12,Classwork,15,25,D,61.08,See me for help
551059,4428,252,Assignment 20,2024-12-19,Test,11,25,F,47.4,Needs review
551060,4428,252,Assignment 12,2024-12-06,Project,17,25,D,69.36,Needs review
551061,4428,252,Assignment 14,2024-10-19,Test,11,25,F,47.68,Good work!
551062,4428,255,Assignment 20,2024-11-11,Project,9,20,F,45.67,Needs review
551063,4428,255,Assignment 9,2024-11-08,Classwork,46,100,F,46.6,Needs review
551064,4428,255,Assignment 6,2025-01-21,Classwork,35,50,C,71.76,Excellent!
551065,4428,255,Assignment 3,2024-12-22,Classwork,30,50,D,60.46,Excellent!
551066,4428,255,Assignment 19,2025-01-07,Test,28,50,F,57.14,Needs review
551067,4428,255,Assignment 6,2025-01-16,Quiz,9,20,F,46.02,Excellent!
551068,4428,255,Assignment 1,2024-11-06,Project,9,20,F,46.37,Excellent!
551069,4428,255,Assignment 13,2024-10-26,Classwork,18,25,C,74.83,Needs review
551070,4428,255,Assignment 10,2025-01-17,Quiz,6,10,D,69.22,Excellent!
551071,4428,255,Assignment 6,2025-03-02,Homework,6,10,D,67.13,Needs review
551072,4428,255,Assignment 13,2024-12-23,Project,74,100,C,74.32,Excellent!
551073,4428,255,Assignment 3,2024-11-24,Quiz,24,50,F,49.68,Needs review
551074,4428,255,Assignment 8,2024-11-02,Quiz,56,100,F,56.59,Good work!
551075,4428,255,Assignment 9,2025-01-24,Classwork,69,100,D,69.09,Good work!
551076,4428,255,Assignment 2,2025-01-23,Project,16,25,D,66.01,Excellent!
551077,4428,255,Assignment 12,2024-11-21,Quiz,13,20,D,66.31,See me for help
551078,4428,255,Assignment 20,2024-12-12,Classwork,47,100,F,47.64,See me for help
551079,4428,255,Assignment 18,2025-01-16,Homework,14,25,F,58.67,Good work!
551080,4428,255,Assignment 13,2025-01-30,Classwork,23,50,F,47.41,Good work!
551081,4428,255,Assignment 10,2025-02-16,Homework,36,50,C,72.67,Excellent!
551082,4428,255,Assignment 4,2024-10-09,Homework,18,25,C,73.31,See me for help
551083,4428,255,Assignment 15,2025-02-23,Test,12,20,D,63.32,See me for help
551084,4428,238,Assignment 20,2024-09-30,Project,5,10,F,56.52,See me for help
551085,4428,238,Assignment 5,2025-03-19,Homework,27,50,F,55.22,Needs review
551086,4428,238,Assignment 1,2025-02-09,Quiz,5,10,F,59.53,Good work!
551087,4428,238,Assignment 13,2024-10-16,Test,35,50,C,71.84,See me for help
551088,4428,238,Assignment 19,2024-09-26,Project,12,20,D,61.01,See me for help
551089,4428,238,Assignment 15,2024-09-10,Classwork,4,10,F,46.52,Excellent!
551090,4428,238,Assignment 15,2024-12-20,Homework,5,10,F,54.64,See me for help
551091,4428,238,Assignment 1,2025-02-18,Test,37,50,C,74.4,See me for help
551092,4428,238,Assignment 17,2024-10-18,Quiz,55,100,F,55.18,Excellent!
551093,4428,238,Assignment 11,2024-11-29,Classwork,72,100,C,72.13,Good work!
551094,4428,238,Assignment 19,2025-01-16,Project,11,20,F,55.19,Good work!
551095,4428,238,Assignment 8,2024-09-18,Test,11,25,F,47.36,Needs review
551096,4428,238,Assignment 6,2024-11-26,Homework,33,50,D,67.5,See me for help
551097,4428,238,Assignment 20,2024-10-25,Test,6,10,D,66.12,Needs review
551098,4428,238,Assignment 20,2024-11-30,Quiz,32,50,D,64.04,Good work!
551099,4428,238,Assignment 5,2025-03-11,Test,16,25,D,66.9,See me for help
551100,4428,238,Assignment 17,2024-12-05,Project,18,25,C,72.28,Excellent!
551101,4428,238,Assignment 19,2025-01-12,Homework,4,10,F,46.92,Good work!
551102,4428,238,Assignment 20,2025-02-09,Classwork,14,25,F,57.88,Needs review
551103,4428,238,Assignment 6,2025-03-14,Test,70,100,C,70.05,Good work!
551104,4428,238,Assignment 5,2024-12-13,Classwork,6,10,D,60.85,Excellent!
551105,4428,238,Assignment 11,2024-11-12,Test,14,20,C,73.95,Good work!
551106,4428,256,Assignment 9,2024-11-12,Homework,15,25,D,61.04,Excellent!
551107,4428,256,Assignment 8,2024-12-08,Homework,50,100,F,50.2,Good work!
551108,4428,256,Assignment 6,2025-02-03,Classwork,30,50,D,60.84,Excellent!
551109,4428,256,Assignment 12,2024-11-20,Test,5,10,F,52.35,Excellent!
551110,4428,256,Assignment 14,2024-09-07,Test,51,100,F,51.05,See me for help
551111,4428,256,Assignment 19,2024-11-12,Classwork,10,20,F,51.27,Excellent!
551112,4428,256,Assignment 19,2024-10-03,Project,67,100,D,67.37,Good work!
551113,4428,256,Assignment 11,2024-10-07,Homework,63,100,D,63.43,See me for help
551114,4428,256,Assignment 9,2024-12-19,Classwork,9,20,F,45.48,Good work!
551115,4428,256,Assignment 11,2024-12-08,Homework,66,100,D,66.25,Excellent!
551116,4428,256,Assignment 8,2024-10-16,Test,14,25,F,57.22,See me for help
551117,4428,256,Assignment 20,2024-09-06,Classwork,35,50,C,70.07,See me for help
551118,4428,256,Assignment 13,2024-09-21,Homework,13,25,F,53.7,Good work!
551119,4428,256,Assignment 2,2025-02-21,Test,15,25,D,62.22,Excellent!
551120,4428,256,Assignment 19,2025-01-02,Homework,23,50,F,46.8,Needs review
551121,4428,256,Assignment 11,2024-11-08,Quiz,33,50,D,66.4,Good work!
551122,4428,256,Assignment 17,2024-11-22,Homework,60,100,D,60.37,Good work!
551123,4429,254,Assignment 16,2025-01-11,Homework,13,25,F,54.31,Needs review
551124,4429,254,Assignment 14,2025-01-27,Classwork,54,100,F,54.52,See me for help
551125,4429,254,Assignment 1,2024-11-08,Test,11,20,F,59.89,Needs review
551126,4429,254,Assignment 16,2025-02-08,Classwork,10,25,F,41.28,See me for help
551127,4429,254,Assignment 11,2025-02-15,Test,8,20,F,43.06,Excellent!
551128,4429,254,Assignment 13,2024-11-14,Homework,14,25,F,56.92,Needs review
551129,4429,254,Assignment 19,2024-09-18,Quiz,23,50,F,47.89,See me for help
551130,4429,254,Assignment 13,2025-03-15,Homework,8,20,F,41.89,Good work!
551131,4429,254,Assignment 16,2024-09-04,Classwork,7,20,F,39.56,See me for help
551132,4429,254,Assignment 18,2025-01-21,Quiz,13,20,D,65.99,See me for help
551133,4429,254,Assignment 18,2024-11-11,Project,29,50,F,59.95,Needs review
551134,4429,254,Assignment 17,2025-02-21,Test,6,10,D,61.87,Good work!
551135,4429,254,Assignment 17,2025-01-10,Homework,16,25,D,65.85,Good work!
551136,4429,254,Assignment 11,2025-01-27,Classwork,32,50,D,65.66,Excellent!
551137,4429,254,Assignment 2,2025-02-03,Quiz,17,25,D,68.67,Needs review
