AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
4458990,7377,396,2025-02-14,Present,
4458991,7377,396,2025-02-17,Present,
4458992,7377,396,2025-02-18,Present,
4458993,7377,396,2025-02-19,Present,
4458994,7377,396,2025-02-20,Present,
4458995,7377,396,2025-02-21,Present,
4458996,7377,396,2025-02-24,Present,
4458997,7377,396,2025-02-25,Absent,Doctor Appointment
4458998,7377,396,2025-02-26,Present,
4458999,7377,396,2025-02-27,Present,
4459000,7377,396,2025-02-28,Present,
4459001,7377,393,2024-09-02,Present,
4459002,7377,393,2024-09-04,Present,
4459003,7377,393,2024-09-06,Present,
4459004,7377,393,2024-09-10,Present,
4459005,7377,393,2024-09-12,Present,
4459006,7377,393,2024-09-16,Present,
4459007,7377,393,2024-09-18,Present,
4459008,7377,393,2024-09-20,Present,
4459009,7377,393,2024-09-24,Present,
4459010,7377,393,2024-09-26,Present,
4459011,7377,393,2024-09-30,Present,
4459012,7377,393,2024-10-02,Present,
4459013,7377,393,2024-10-04,Present,
4459014,7377,393,2024-10-08,Present,
4459015,7377,393,2024-10-10,Present,
4459016,7377,393,2024-10-14,Present,
4459017,7377,393,2024-10-16,Present,
4459018,7377,393,2024-10-18,Present,
4459019,7377,393,2024-10-22,Present,
4459020,7377,393,2024-10-24,Present,
4459021,7377,393,2024-10-28,Present,
4459022,7377,393,2024-10-30,Present,
4459023,7377,393,2024-11-01,Present,
4459024,7377,393,2024-11-05,Present,
4459025,7377,393,2024-11-07,Present,
4459026,7377,393,2024-11-11,Present,
4459027,7377,393,2024-11-13,Present,
4459028,7377,393,2024-11-15,Present,
4459029,7377,393,2024-11-19,Present,
4459030,7377,393,2024-11-21,Present,
4459031,7377,393,2024-11-25,Present,
4459032,7377,393,2024-11-27,Present,
4459033,7377,393,2024-11-29,Present,
4459034,7377,393,2024-12-03,Present,
4459035,7377,393,2024-12-05,Present,
4459036,7377,393,2024-12-09,Present,
4459037,7377,393,2024-12-11,Present,
4459038,7377,393,2024-12-13,Present,
4459039,7377,393,2024-12-17,Present,
4459040,7377,393,2024-12-19,Present,
4459041,7377,393,2024-12-23,Present,
4459042,7377,393,2024-12-25,Present,
4459043,7377,393,2024-12-27,Present,
4459044,7377,393,2024-12-31,Present,
4459045,7377,393,2025-01-02,Present,
4459046,7377,393,2025-01-06,Present,
4459047,7377,393,2025-01-08,Present,
4459048,7377,393,2025-01-10,Absent,Sick
4459049,7377,393,2025-01-14,Present,
4459050,7377,393,2025-01-16,Present,
4459051,7377,393,2025-01-20,Present,
4459052,7377,393,2025-01-22,Present,
4459053,7377,393,2025-01-24,Present,
4459054,7377,393,2025-01-28,Present,
4459055,7377,393,2025-01-30,Present,
4459056,7377,393,2025-02-03,Present,
4459057,7377,393,2025-02-05,Present,
4459058,7377,393,2025-02-07,Present,
4459059,7377,393,2025-02-11,Present,
4459060,7377,393,2025-02-13,Present,
4459061,7377,393,2025-02-17,Present,
4459062,7377,393,2025-02-19,Present,
4459063,7377,393,2025-02-21,Present,
4459064,7377,393,2025-02-25,Absent,Doctor Appointment
4459065,7377,393,2025-02-27,Present,
4459066,7377,405,2024-09-02,Tardy,Late Bus
4459067,7377,405,2024-09-04,Present,
4459068,7377,405,2024-09-06,Present,
4459069,7377,405,2024-09-10,Present,
4459070,7377,405,2024-09-12,Present,
4459071,7377,405,2024-09-16,Present,
4459072,7377,405,2024-09-18,Present,
4459073,7377,405,2024-09-20,Present,
4459074,7377,405,2024-09-24,Present,
4459075,7377,405,2024-09-26,Present,
4459076,7377,405,2024-09-30,Present,
4459077,7377,405,2024-10-02,Present,
4459078,7377,405,2024-10-04,Present,
4459079,7377,405,2024-10-08,Present,
4459080,7377,405,2024-10-10,Present,
4459081,7377,405,2024-10-14,Tardy,Family Issue
4459082,7377,405,2024-10-16,Present,
4459083,7377,405,2024-10-18,Present,
4459084,7377,405,2024-10-22,Present,
4459085,7377,405,2024-10-24,Present,
4459086,7377,405,2024-10-28,Present,
4459087,7377,405,2024-10-30,Present,
4459088,7377,405,2024-11-01,Present,
4459089,7377,405,2024-11-05,Present,
4459090,7377,405,2024-11-07,Present,
4459091,7377,405,2024-11-11,Absent,Sick
4459092,7377,405,2024-11-13,Present,
4459093,7377,405,2024-11-15,Present,
4459094,7377,405,2024-11-19,Present,
4459095,7377,405,2024-11-21,Present,
4459096,7377,405,2024-11-25,Absent,Unknown
4459097,7377,405,2024-11-27,Present,
4459098,7377,405,2024-11-29,Present,
4459099,7377,405,2024-12-03,Present,
4459100,7377,405,2024-12-05,Present,
4459101,7377,405,2024-12-09,Present,
4459102,7377,405,2024-12-11,Present,
4459103,7377,405,2024-12-13,Present,
4459104,7377,405,2024-12-17,Absent,Sick
4459105,7377,405,2024-12-19,Present,
4459106,7377,405,2024-12-23,Present,
4459107,7377,405,2024-12-25,Present,
4459108,7377,405,2024-12-27,Present,
4459109,7377,405,2024-12-31,Present,
4459110,7377,405,2025-01-02,Present,
4459111,7377,405,2025-01-06,Present,
4459112,7377,405,2025-01-08,Present,
4459113,7377,405,2025-01-10,Present,
4459114,7377,405,2025-01-14,Present,
4459115,7377,405,2025-01-16,Present,
4459116,7377,405,2025-01-20,Present,
4459117,7377,405,2025-01-22,Present,
4459118,7377,405,2025-01-24,Present,
4459119,7377,405,2025-01-28,Present,
4459120,7377,405,2025-01-30,Present,
4459121,7377,405,2025-02-03,Present,
4459122,7377,405,2025-02-05,Present,
4459123,7377,405,2025-02-07,Present,
4459124,7377,405,2025-02-11,Present,
4459125,7377,405,2025-02-13,Present,
4459126,7377,405,2025-02-17,Present,
4459127,7377,405,2025-02-19,Present,
4459128,7377,405,2025-02-21,Absent,Unknown
4459129,7377,405,2025-02-25,Present,
4459130,7377,405,2025-02-27,Absent,Sick
4459131,7377,397,2024-09-02,Present,
4459132,7377,397,2024-09-03,Present,
4459133,7377,397,2024-09-04,Tardy,Oversleep
4459134,7377,397,2024-09-05,Present,
4459135,7377,397,2024-09-06,Present,
4459136,7377,397,2024-09-09,Present,
4459137,7377,397,2024-09-10,Present,
4459138,7377,397,2024-09-11,Present,
4459139,7377,397,2024-09-12,Present,
4459140,7377,397,2024-09-13,Present,
4459141,7377,397,2024-09-16,Present,
4459142,7377,397,2024-09-17,Present,
4459143,7377,397,2024-09-18,Present,
4459144,7377,397,2024-09-19,Present,
4459145,7377,397,2024-09-20,Present,
4459146,7377,397,2024-09-23,Present,
4459147,7377,397,2024-09-24,Absent,Sick
4459148,7377,397,2024-09-25,Present,
4459149,7377,397,2024-09-26,Present,
4459150,7377,397,2024-09-27,Present,
4459151,7377,397,2024-09-30,Present,
4459152,7377,397,2024-10-01,Present,
4459153,7377,397,2024-10-02,Present,
4459154,7377,397,2024-10-03,Present,
4459155,7377,397,2024-10-04,Present,
4459156,7377,397,2024-10-07,Present,
4459157,7377,397,2024-10-08,Present,
4459158,7377,397,2024-10-09,Present,
4459159,7377,397,2024-10-10,Present,
4459160,7377,397,2024-10-11,Present,
4459161,7377,397,2024-10-14,Present,
4459162,7377,397,2024-10-15,Present,
4459163,7377,397,2024-10-16,Present,
4459164,7377,397,2024-10-17,Present,
4459165,7377,397,2024-10-18,Present,
4459166,7377,397,2024-10-21,Tardy,Oversleep
4459167,7377,397,2024-10-22,Absent,Unknown
4459168,7377,397,2024-10-23,Present,
4459169,7377,397,2024-10-24,Present,
4459170,7377,397,2024-10-25,Present,
4459171,7377,397,2024-10-28,Tardy,Family Issue
4459172,7377,397,2024-10-29,Present,
4459173,7377,397,2024-10-30,Present,
4459174,7377,397,2024-10-31,Present,
4459175,7377,397,2024-11-01,Present,
4459176,7377,397,2024-11-04,Present,
4459177,7377,397,2024-11-05,Present,
4459178,7377,397,2024-11-06,Present,
4459179,7377,397,2024-11-07,Present,
4459180,7377,397,2024-11-08,Present,
4459181,7377,397,2024-11-11,Present,
4459182,7377,397,2024-11-12,Present,
4459183,7377,397,2024-11-13,Present,
4459184,7377,397,2024-11-14,Present,
4459185,7377,397,2024-11-15,Present,
4459186,7377,397,2024-11-18,Absent,Family Leave
4459187,7377,397,2024-11-19,Present,
4459188,7377,397,2024-11-20,Present,
4459189,7377,397,2024-11-21,Present,
4459190,7377,397,2024-11-22,Present,
4459191,7377,397,2024-11-25,Present,
4459192,7377,397,2024-11-26,Present,
4459193,7377,397,2024-11-27,Present,
4459194,7377,397,2024-11-28,Present,
4459195,7377,397,2024-11-29,Present,
4459196,7377,397,2024-12-02,Present,
4459197,7377,397,2024-12-03,Present,
4459198,7377,397,2024-12-04,Present,
4459199,7377,397,2024-12-05,Present,
4459200,7377,397,2024-12-06,Present,
4459201,7377,397,2024-12-09,Present,
4459202,7377,397,2024-12-10,Present,
4459203,7377,397,2024-12-11,Present,
4459204,7377,397,2024-12-12,Present,
4459205,7377,397,2024-12-13,Present,
4459206,7377,397,2024-12-16,Present,
4459207,7377,397,2024-12-17,Present,
4459208,7377,397,2024-12-18,Present,
4459209,7377,397,2024-12-19,Present,
4459210,7377,397,2024-12-20,Present,
4459211,7377,397,2024-12-23,Present,
4459212,7377,397,2024-12-24,Present,
4459213,7377,397,2024-12-25,Present,
4459214,7377,397,2024-12-26,Present,
4459215,7377,397,2024-12-27,Present,
4459216,7377,397,2024-12-30,Present,
4459217,7377,397,2024-12-31,Present,
4459218,7377,397,2025-01-01,Present,
4459219,7377,397,2025-01-02,Present,
4459220,7377,397,2025-01-03,Present,
4459221,7377,397,2025-01-06,Present,
4459222,7377,397,2025-01-07,Present,
4459223,7377,397,2025-01-08,Present,
4459224,7377,397,2025-01-09,Present,
4459225,7377,397,2025-01-10,Present,
4459226,7377,397,2025-01-13,Present,
4459227,7377,397,2025-01-14,Present,
4459228,7377,397,2025-01-15,Present,
4459229,7377,397,2025-01-16,Present,
4459230,7377,397,2025-01-17,Present,
4459231,7377,397,2025-01-20,Present,
4459232,7377,397,2025-01-21,Present,
4459233,7377,397,2025-01-22,Present,
4459234,7377,397,2025-01-23,Present,
4459235,7377,397,2025-01-24,Present,
4459236,7377,397,2025-01-27,Present,
4459237,7377,397,2025-01-28,Present,
4459238,7377,397,2025-01-29,Absent,Sick
4459239,7377,397,2025-01-30,Present,
4459240,7377,397,2025-01-31,Present,
4459241,7377,397,2025-02-03,Present,
4459242,7377,397,2025-02-04,Present,
4459243,7377,397,2025-02-05,Present,
4459244,7377,397,2025-02-06,Present,
4459245,7377,397,2025-02-07,Present,
4459246,7377,397,2025-02-10,Present,
4459247,7377,397,2025-02-11,Present,
4459248,7377,397,2025-02-12,Present,
4459249,7377,397,2025-02-13,Present,
4459250,7377,397,2025-02-14,Present,
4459251,7377,397,2025-02-17,Present,
4459252,7377,397,2025-02-18,Present,
4459253,7377,397,2025-02-19,Present,
4459254,7377,397,2025-02-20,Present,
4459255,7377,397,2025-02-21,Present,
4459256,7377,397,2025-02-24,Present,
4459257,7377,397,2025-02-25,Present,
4459258,7377,397,2025-02-26,Present,
4459259,7377,397,2025-02-27,Present,
4459260,7377,397,2025-02-28,Present,
4459261,7377,401,2024-09-02,Present,
4459262,7377,401,2024-09-04,Present,
4459263,7377,401,2024-09-06,Present,
4459264,7377,401,2024-09-10,Present,
4459265,7377,401,2024-09-12,Present,
4459266,7377,401,2024-09-16,Present,
4459267,7377,401,2024-09-18,Present,
4459268,7377,401,2024-09-20,Present,
4459269,7377,401,2024-09-24,Present,
4459270,7377,401,2024-09-26,Present,
4459271,7377,401,2024-09-30,Present,
4459272,7377,401,2024-10-02,Absent,Doctor Appointment
4459273,7377,401,2024-10-04,Present,
4459274,7377,401,2024-10-08,Present,
4459275,7377,401,2024-10-10,Present,
4459276,7377,401,2024-10-14,Present,
4459277,7377,401,2024-10-16,Present,
4459278,7377,401,2024-10-18,Present,
4459279,7377,401,2024-10-22,Present,
4459280,7377,401,2024-10-24,Present,
4459281,7377,401,2024-10-28,Present,
4459282,7377,401,2024-10-30,Present,
4459283,7377,401,2024-11-01,Present,
4459284,7377,401,2024-11-05,Present,
4459285,7377,401,2024-11-07,Present,
4459286,7377,401,2024-11-11,Present,
4459287,7377,401,2024-11-13,Present,
4459288,7377,401,2024-11-15,Present,
4459289,7377,401,2024-11-19,Present,
4459290,7377,401,2024-11-21,Present,
4459291,7377,401,2024-11-25,Present,
4459292,7377,401,2024-11-27,Present,
4459293,7377,401,2024-11-29,Present,
4459294,7377,401,2024-12-03,Present,
4459295,7377,401,2024-12-05,Present,
4459296,7377,401,2024-12-09,Present,
4459297,7377,401,2024-12-11,Present,
4459298,7377,401,2024-12-13,Present,
4459299,7377,401,2024-12-17,Present,
4459300,7377,401,2024-12-19,Present,
4459301,7377,401,2024-12-23,Present,
4459302,7377,401,2024-12-25,Present,
4459303,7377,401,2024-12-27,Present,
4459304,7377,401,2024-12-31,Present,
4459305,7377,401,2025-01-02,Present,
4459306,7377,401,2025-01-06,Present,
4459307,7377,401,2025-01-08,Present,
4459308,7377,401,2025-01-10,Present,
4459309,7377,401,2025-01-14,Present,
4459310,7377,401,2025-01-16,Present,
4459311,7377,401,2025-01-20,Present,
4459312,7377,401,2025-01-22,Present,
4459313,7377,401,2025-01-24,Present,
4459314,7377,401,2025-01-28,Present,
4459315,7377,401,2025-01-30,Present,
4459316,7377,401,2025-02-03,Present,
4459317,7377,401,2025-02-05,Present,
4459318,7377,401,2025-02-07,Present,
4459319,7377,401,2025-02-11,Present,
4459320,7377,401,2025-02-13,Present,
4459321,7377,401,2025-02-17,Present,
4459322,7377,401,2025-02-19,Present,
4459323,7377,401,2025-02-21,Present,
4459324,7377,401,2025-02-25,Present,
4459325,7377,401,2025-02-27,Absent,Doctor Appointment
4459326,7377,404,2024-09-02,Present,
4459327,7377,404,2024-09-04,Present,
4459328,7377,404,2024-09-06,Present,
4459329,7377,404,2024-09-10,Absent,Sick
4459330,7377,404,2024-09-12,Present,
4459331,7377,404,2024-09-16,Present,
4459332,7377,404,2024-09-18,Present,
4459333,7377,404,2024-09-20,Present,
4459334,7377,404,2024-09-24,Present,
4459335,7377,404,2024-09-26,Present,
4459336,7377,404,2024-09-30,Present,
4459337,7377,404,2024-10-02,Present,
4459338,7377,404,2024-10-04,Present,
4459339,7377,404,2024-10-08,Present,
4459340,7377,404,2024-10-10,Present,
4459341,7377,404,2024-10-14,Present,
4459342,7377,404,2024-10-16,Present,
4459343,7377,404,2024-10-18,Present,
4459344,7377,404,2024-10-22,Present,
4459345,7377,404,2024-10-24,Present,
4459346,7377,404,2024-10-28,Present,
4459347,7377,404,2024-10-30,Present,
4459348,7377,404,2024-11-01,Present,
4459349,7377,404,2024-11-05,Present,
4459350,7377,404,2024-11-07,Present,
4459351,7377,404,2024-11-11,Present,
4459352,7377,404,2024-11-13,Present,
4459353,7377,404,2024-11-15,Present,
4459354,7377,404,2024-11-19,Present,
4459355,7377,404,2024-11-21,Present,
4459356,7377,404,2024-11-25,Present,
4459357,7377,404,2024-11-27,Present,
4459358,7377,404,2024-11-29,Present,
4459359,7377,404,2024-12-03,Present,
4459360,7377,404,2024-12-05,Absent,Doctor Appointment
4459361,7377,404,2024-12-09,Present,
4459362,7377,404,2024-12-11,Present,
4459363,7377,404,2024-12-13,Present,
4459364,7377,404,2024-12-17,Present,
4459365,7377,404,2024-12-19,Present,
4459366,7377,404,2024-12-23,Present,
4459367,7377,404,2024-12-25,Present,
4459368,7377,404,2024-12-27,Present,
4459369,7377,404,2024-12-31,Present,
4459370,7377,404,2025-01-02,Present,
4459371,7377,404,2025-01-06,Present,
4459372,7377,404,2025-01-08,Present,
4459373,7377,404,2025-01-10,Present,
4459374,7377,404,2025-01-14,Present,
4459375,7377,404,2025-01-16,Present,
4459376,7377,404,2025-01-20,Present,
4459377,7377,404,2025-01-22,Present,
4459378,7377,404,2025-01-24,Present,
4459379,7377,404,2025-01-28,Present,
4459380,7377,404,2025-01-30,Present,
4459381,7377,404,2025-02-03,Present,
4459382,7377,404,2025-02-05,Present,
4459383,7377,404,2025-02-07,Present,
4459384,7377,404,2025-02-11,Present,
4459385,7377,404,2025-02-13,Present,
4459386,7377,404,2025-02-17,Present,
4459387,7377,404,2025-02-19,Present,
4459388,7377,404,2025-02-21,Present,
4459389,7377,404,2025-02-25,Present,
4459390,7377,404,2025-02-27,Present,
4459391,7377,403,2024-09-02,Present,
4459392,7377,403,2024-09-03,Present,
4459393,7377,403,2024-09-04,Present,
4459394,7377,403,2024-09-05,Tardy,Oversleep
4459395,7377,403,2024-09-06,Present,
4459396,7377,403,2024-09-09,Present,
4459397,7377,403,2024-09-10,Present,
4459398,7377,403,2024-09-11,Present,
4459399,7377,403,2024-09-12,Present,
4459400,7377,403,2024-09-13,Present,
4459401,7377,403,2024-09-16,Present,
4459402,7377,403,2024-09-17,Present,
4459403,7377,403,2024-09-18,Present,
4459404,7377,403,2024-09-19,Present,
4459405,7377,403,2024-09-20,Present,
4459406,7377,403,2024-09-23,Present,
4459407,7377,403,2024-09-24,Present,
4459408,7377,403,2024-09-25,Tardy,Oversleep
4459409,7377,403,2024-09-26,Present,
4459410,7377,403,2024-09-27,Present,
4459411,7377,403,2024-09-30,Present,
4459412,7377,403,2024-10-01,Present,
4459413,7377,403,2024-10-02,Present,
4459414,7377,403,2024-10-03,Present,
4459415,7377,403,2024-10-04,Present,
4459416,7377,403,2024-10-07,Present,
4459417,7377,403,2024-10-08,Present,
4459418,7377,403,2024-10-09,Present,
4459419,7377,403,2024-10-10,Present,
4459420,7377,403,2024-10-11,Present,
4459421,7377,403,2024-10-14,Present,
4459422,7377,403,2024-10-15,Present,
4459423,7377,403,2024-10-16,Present,
4459424,7377,403,2024-10-17,Present,
